,id,customer_id,plan,plan_quantity,plan_unit_price,plan_amount,billing_period,billing_period_unit,status,created_at,cancelled_at,mrr
52,8affb8cd2a,de2329e088,individual-yearly,1,54.0,54.0,1,year,active,2019-06-26 11:21:02,,450.0
53,5d090fd373,b33d9a66b2,empresa-monthly,20,1.42,28.4,1,month,active,2019-01-04 19:22:22,,2840.0
54,1779ddb1bf,721e341caa,individual-monthly,1,5.0,5.0,1,month,active,2019-03-10 18:20:42,,500.0
55,393932d07c,fbe9b4f81f,individual-monthly,1,5.0,5.0,1,month,active,2021-01-08 16:58:47,,500.0
56,263af8adc2,49e1d6d1e3,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:18:19,,450.0
57,89b2ae1ea6,54d7dfceef,free-yearly,50,,,1,year,cancelled,2020-04-24 13:25:53,2020-04-30 02:01:04,0.0
58,4ad330d72e,c8cd79c67b,nonprofit-yearly,700,6.52,4564.0,1,year,cancelled,2019-03-27 13:44:19,2020-05-07 15:20:16,0.0
59,c9ee9d5aa6,a1777554b5,individual-yearly,1,54.0,54.0,1,year,cancelled,2018-12-14 16:21:13,2019-12-22 03:00:12,0.0
60,f648d7a56d,4eeff0fafc,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:31:21,,1500.0
61,db156ff25d,4e2b112b12,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:18:24,,450.0
62,acfa2c9906,c5c46d49b9,free-yearly,50,,,1,year,cancelled,2020-06-04 17:33:49,2020-06-07 01:08:25,0.0
63,a4ae3ea7e6,257d7d24b3,individual-monthly,1,5.0,5.0,1,month,active,2020-07-08 02:12:42,,500.0
64,895310cbc8,e889b143c7,familia-monthly,1,15.0,15.0,1,month,cancelled,2018-12-14 16:16:11,2019-08-14 03:00:19,0.0
65,6ee206b3fd,8e10d61d70,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:23:39,,1350.0
66,9ffa088818,490af2f13f,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:33:07,2021-01-04 03:00:13,0.0
67,a9206db993,c34d59d8ad,familia-monthly,1,15.0,15.0,1,month,active,2019-12-31 18:06:43,,1500.0
68,808bb77636,5efd0c5225,trial-daily,100,,,1,week,cancelled,2020-08-19 13:00:29,2020-09-02 13:01:12,0.0
69,1682054908,450ed6c830,individual-monthly,1,5.0,5.0,1,month,active,2021-01-02 20:12:54,,250.0
70,f640644f93,88c6c5c832,free-yearly,50,,,1,year,active,2020-04-09 14:39:38,,0.0
71,36fd7491d5,f4ab8b42c1,individual-monthly,1,5.0,5.0,1,month,active,2020-11-06 15:15:55,,500.0
72,a80b977219,ca96eb2918,free-yearly,50,,,1,year,cancelled,2020-05-01 16:12:49,2020-05-04 01:10:44,0.0
73,3f6ae5c7ae,719c45f603,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-02-16 04:05:34,2019-03-25 04:05:40,0.0
74,ba9028d1c7,eeb88cfac6,trial-daily,30,,,1,week,cancelled,2020-02-11 13:17:39,2020-02-18 15:43:50,0.0
75,215a78457d,34f356275f,empresa-yearly,120,12.17,1460.4,1,year,cancelled,2019-02-19 13:38:34,2019-11-13 18:56:40,0.0
76,85d7e45a8c,4409449452,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:18:14,2020-07-23 04:01:24,0.0
77,55ab584035,a96e6bb766,free-yearly,50,,,1,year,active,2020-04-24 09:48:52,,0.0
78,87c9cccad7,6427c186a9,free-yearly,50,,,1,year,active,2020-06-07 05:32:36,,0.0
79,ab4c59fcc5,1b8cb7aa1a,individual-monthly,1,5.0,5.0,1,month,active,2021-01-01 01:27:36,,250.0
80,88fd074b9c,8c2356052a,trial-daily,100,,,1,week,cancelled,2020-08-18 07:59:48,2020-09-01 08:00:36,0.0
81,3c27772472,e2421ff9df,trial-daily,100,,,1,week,cancelled,2020-12-01 14:23:24,2020-12-15 14:36:31,0.0
82,4ae0128f2d,22e82c621c,trial-daily,100,,,1,week,in_trial,2021-01-11 16:26:02,2021-01-25 16:26:36,
83,74b46cfec9,495d576dbd,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-04-10 00:57:04,2020-01-10 03:03:03,0.0
84,361cc245ae,834af6f678,empresa-yearly-3,80,31.82,2545.6,3,year,active,2019-07-26 14:39:27,,7071.0
85,83176a1a3b,fdf41d7050,familia-monthly,1,15.0,15.0,1,month,active,2020-10-22 20:33:21,,1500.0
86,7292e86dbe,9554962879,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:26:53,,450.0
87,d731e82bc4,9bd14030ef,nonprofit-yearly,100,10.69,1069.0,1,year,active,2018-12-14 16:28:15,,8908.0
88,f7c7e341f5,4b26a8da6f,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:31:36,,500.0
89,256a20c53c,a53a6d47ae,trial-daily,30,,,1,week,cancelled,2019-09-03 18:47:17,2019-09-10 18:56:27,0.0
90,dc90eb0438,7e421b06fd,individual-yearly,1,54.0,54.0,1,year,cancelled,2018-12-14 16:17:33,2020-05-20 04:01:39,0.0
91,2cc2a47f44,f4f3c3a20e,trial-daily,100,,,1,week,cancelled,2020-10-04 16:02:06,2020-10-18 16:02:40,0.0
92,2216de5a05,e9446cce41,trial-daily,50,,,1,week,cancelled,2019-05-23 16:58:48,2019-05-30 18:28:41,0.0
93,5d97d66f46,1337c2b447,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-05-02 03:30:21,2019-06-11 04:30:24,0.0
94,9c3da9b903,f50d407a1f,trial-daily,100,,,1,week,cancelled,2020-09-25 01:20:43,2020-10-09 01:21:36,0.0
95,c7c9dde1cb,d18b61383b,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-07-10 02:04:20,2019-08-04 13:09:24,0.0
96,74f35147af,f16c33cdd6,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-09-16 19:10:20,2020-07-25 20:10:25,0.0
97,c188998c6e,116467e4e9,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-04-01 07:32:23,2019-05-10 07:32:29,0.0
98,9a3b730b94,a684b59866,free-yearly,50,,,1,year,cancelled,2020-05-20 19:30:44,2020-06-08 15:32:45,0.0
99,d7668f531e,d15c7752d1,familia-yearly,1,162.0,162.0,1,year,active,2020-10-01 14:17:35,,1350.0
100,ec030e3654,6d75cee072,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-24 03:43:08,2019-09-26 16:26:47,0.0
101,1290fe7172,a6b9aa9681,familia-monthly,1,15.0,15.0,1,month,cancelled,2019-11-06 23:06:27,2020-02-01 06:50:26,0.0
102,a8b3ebddb0,890154f503,nonprofit-yearly-4,100,15.5,1550.0,4,year,active,2018-12-14 16:13:52,,3229.0
103,b182b8c136,170c97dc61,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-03-24 23:07:48,2020-06-03 00:07:51,0.0
104,b842ade81e,dbe492acbb,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-09-26 16:51:39,2019-09-26 17:01:44,0.0
105,f782a46815,1dc096a182,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-11-01 02:45:56,2019-11-16 20:02:55,0.0
106,d57a6e1755,0b6fd4f410,trial-daily,35,,,1,week,cancelled,2020-02-03 14:55:02,2020-02-13 13:41:31,0.0
107,7d670bfc97,ae61ae94d5,individual-monthly,1,5.0,5.0,1,month,active,2020-06-27 22:39:30,,500.0
108,1f997a68e5,ee3a53bae4,individual-yearly,1,54.0,54.0,1,year,active,2020-11-30 19:58:40,,450.0
109,bf708b7f45,9d54e5dc55,free-yearly,50,,,1,year,active,2020-06-12 18:12:41,,0.0
110,20167af0ba,134044f532,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:26:55,,500.0
111,0321dfb026,e152d9a5be,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-09-30 11:58:33,2020-02-06 14:09:53,0.0
112,288a2d99d3,f9140c6cae,empresa-yearly,11,21.6,237.6,1,year,active,2020-11-27 17:32:59,,1980.0
113,941b501478,393a7298f6,trial-daily,30,,,1,week,cancelled,2019-02-15 11:57:24,2019-03-05 21:54:36,0.0
114,4e77303310,3a6865456e,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-02-26 23:46:26,2020-03-29 10:39:03,0.0
115,d8ba23fede,233a3e7362,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:12:46,,1500.0
116,64b5e6cf73,8cdf86b1ab,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-10-31 08:08:03,2020-12-22 11:04:03,0.0
117,075312c2cd,da0db6c514,free-yearly,50,,,1,year,active,2020-06-11 21:06:09,,0.0
118,dd0e327476,ec072d5cc9,nonprofit-yearly-2,370,14.48,5357.6,2,year,active,2019-09-04 19:38:07,,22323.0
119,1dd1793551,6f71f9b58e,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-04-09 16:06:52,2019-05-20 17:25:32,0.0
120,9d89d5bd20,cb4548e18f,familia-yearly,1,162.0,162.0,1,year,active,2019-10-09 10:49:47,,1350.0
121,15b977dcb4,04db79abc3,empresa-yearly-3,20,35.85,717.0,3,year,cancelled,2019-02-19 13:38:38,2020-07-27 17:06:04,0.0
122,0a90c282b5,29386cb060,individual-yearly,1,54.0,54.0,1,year,active,2020-06-08 16:12:25,,450.0
123,a4a1ea15a3,19628eb245,trial-daily,30,,,1,week,cancelled,2019-10-15 14:19:04,2019-10-22 14:18:03,0.0
124,752f22d9d3,5ab35809fe,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:30:55,2020-09-13 03:00:17,0.0
125,176ce84bca,4d72c9c45a,empresa-monthly,27,1.82,49.14,1,month,active,2018-12-14 16:22:26,,4914.0
126,cc7e5e71ae,8c97173f3b,trial-daily,100,,,1,week,cancelled,2020-09-16 15:55:31,2020-09-23 13:46:51,0.0
127,f9766c49d6,cdc44bf618,free-yearly,50,,,1,year,cancelled,2020-06-07 03:22:32,2020-06-10 01:00:21,0.0
128,f1e6672edb,d4c8cc7d21,free-yearly,50,,,1,year,active,2020-06-07 03:53:59,,0.0
129,3445be5891,9dc5992609,trial-daily,100,,,1,week,in_trial,2021-01-06 16:56:16,2021-01-20 17:00:17,
130,1b7d5f7503,cc16bf5d1e,nonprofit-yearly-4,50,25.34,1267.0,4,year,cancelled,2019-02-19 13:38:35,2020-12-22 01:57:54,0.0
131,2a9a7887ba,a9f8d9c575,trial-daily,100,,,1,week,cancelled,2020-10-14 10:22:09,2020-10-28 10:29:48,0.0
132,04c1f639a4,ad129c702f,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:33:01,,500.0
133,f23f8211f0,b9407e37e4,empresa-monthly,80,1.58,126.4,1,month,active,2020-07-29 14:59:37,,12640.0
134,674181e97e,dfd34dd9d3,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-03-18 10:10:23,2020-06-10 23:12:24,0.0
135,f5895966c6,92d5053171,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-01-31 20:05:37,2020-01-31 20:29:25,0.0
136,e26a50182c,8ca684f68b,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:26:44,,450.0
137,7a672abf24,d2daed6c00,free-yearly,50,,,1,year,active,2020-06-05 13:05:28,,0.0
138,f950a9dab3,099f7680e5,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:15:24,2020-07-17 04:01:50,0.0
139,43864d7381,8e7ad1efe6,free-yearly,50,,,1,year,active,2020-06-07 22:38:10,,0.0
140,46b622752b,2610108b94,trial-daily,100,,,1,week,cancelled,2020-12-06 01:58:54,2020-12-20 01:59:33,0.0
141,d1721e42db,b255c7ea4c,free-yearly,50,,,1,year,active,2020-06-07 01:52:13,,0.0
142,1dfc40f04c,a11a831e91,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:16:59,2019-06-20 02:12:07,0.0
143,ea09795f18,20e633fd8d,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-03 16:48:05,2020-02-23 11:15:02,0.0
144,e6825c05ec,3b55957f6c,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:30:17,2020-05-14 04:01:31,0.0
145,b61a8695a6,4486038ab6,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-02-25 20:09:36,2020-04-03 20:09:39,0.0
146,12196ad637,8458a6d0a3,trial-daily,40,,,1,week,cancelled,2020-02-12 15:39:50,2020-02-21 18:58:20,0.0
147,92a026154a,0dd442b807,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-23 18:54:24,2019-10-02 18:54:30,0.0
148,7aa277e336,5c55d04aa0,trial-daily,30,,,1,week,cancelled,2018-12-17 14:59:14,2018-12-21 14:57:21,0.0
149,56160a664b,2929ffbb8c,empresa-yearly,20,15.36,307.2,1,year,active,2018-12-14 16:32:47,,2560.0
150,7457d2d61c,d5b7d5f45f,free-yearly,50,,,1,year,cancelled,2020-05-09 13:22:39,2020-05-12 01:07:00,0.0
151,93ccaee18b,eb388aca3d,individual-yearly,1,54.0,54.0,1,year,cancelled,2018-12-14 16:33:02,2019-04-18 03:00:09,0.0
152,1f146fe98b,75b26697cb,trial-daily,100,,,1,week,cancelled,2020-09-24 19:22:36,2020-12-02 17:47:50,0.0
153,dee4dfd786,274f644a1d,individual-monthly,1,5.0,5.0,1,month,active,2019-03-12 14:07:01,,500.0
154,679cac6fc0,9596945b98,individual-monthly,1,5.0,5.0,1,month,active,2020-10-20 02:47:17,,500.0
155,3db8ccc96f,ae8addc264,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:13:49,2019-08-06 04:01:03,0.0
156,ec41efad0a,73fa0f811e,free-yearly,50,,,1,year,cancelled,2020-06-09 19:26:35,2020-06-09 19:29:36,0.0
157,74855190c0,33efd37157,individual-yearly,1,54.0,54.0,1,year,cancelled,2020-01-02 13:43:49,2020-06-01 15:35:48,0.0
158,00461ec764,2d666a8103,trial-daily,30,,,1,week,cancelled,2019-08-14 15:18:39,2019-08-21 18:44:09,0.0
159,9ac4e195c5,f330148d23,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:17:31,,450.0
160,6f38391bd9,9a7c17ab92,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:26:46,,500.0
161,c27c62875d,1ac868bb97,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-20 20:37:28,2020-04-29 20:37:33,0.0
162,2dfe273b9e,37703864b2,individual-monthly,1,5.0,5.0,1,month,active,2020-02-04 01:04:46,,500.0
163,ca3a5d700b,6af95c596c,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-01-20 06:22:51,2020-03-26 14:22:03,0.0
164,c982e12e7e,45a2399c02,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-05-11 17:09:42,2020-07-17 04:39:05,0.0
165,c302eda0b6,e1839692bb,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:13:42,2019-01-03 12:44:13,0.0
166,7e89a613fe,378e0c2167,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-05-10 01:41:45,2020-06-04 09:00:54,0.0
167,533c378ca2,3ac42cc065,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:15:16,2019-10-20 04:01:04,0.0
168,62b2a7e41a,8d159d038d,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-19 00:54:22,2019-10-16 20:12:34,0.0
169,8d599a82f7,0c3671d864,empresa-yearly,30,14.58,437.4,1,year,cancelled,2019-01-14 19:12:43,2019-07-27 04:00:46,0.0
170,fb4a6d5870,4b87f732f6,free-yearly,50,,,1,year,active,2020-06-09 17:27:58,,0.0
171,aeb509dcd2,0f4250e917,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-12-30 20:59:02,2019-12-30 21:00:28,0.0
172,e6d93eee1c,e90a284524,empresa-yearly,60,14.58,874.8,1,year,active,2018-12-14 16:18:29,,7290.0
173,fdd9129d44,d84878923c,trial-daily,100,,,1,week,cancelled,2020-12-01 17:32:37,2020-12-15 17:35:03,0.0
174,80bf0a9969,c34b755492,free-yearly,50,,,1,year,active,2020-06-08 17:06:38,,0.0
175,358c90d224,ee685387d2,familia-yearly,1,162.0,162.0,1,year,active,2019-05-30 14:58:02,,1350.0
176,834f1842d7,354ea1d0c5,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:32:17,,500.0
177,3c975077b4,9f44a86389,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:30:20,,500.0
178,88aec06d48,258a1496ba,empresa-yearly,10,16.2,162.0,1,year,active,2018-12-14 16:28:42,,1350.0
179,9f1d892efd,c1e8cefeff,familia-monthly,1,15.0,15.0,1,month,cancelled,2018-12-14 16:22:09,2019-12-10 03:00:40,0.0
180,1cc32587f4,a49b294f8c,individual-monthly,1,5.0,5.0,1,month,active,2020-11-24 02:25:03,,500.0
181,349ded997a,e72f8348d4,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-03-22 11:50:08,2019-03-22 12:31:44,0.0
182,2a64cec002,5c9cd8ef70,individual-monthly,1,5.0,5.0,1,month,active,2019-06-29 18:09:58,,500.0
183,fab9fa7ecd,c81139c0d7,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-07-24 01:16:41,2020-09-02 00:16:45,0.0
184,2e100621ef,addafc005e,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-03-31 15:33:07,2020-06-09 16:33:10,0.0
185,26fcbdb371,66a4adfa25,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:25:30,2019-08-26 22:13:12,0.0
186,9e49c11025,cd46ccd82b,free-yearly,50,,,1,year,active,2020-06-07 22:45:36,,0.0
187,4db60f97f7,5a4b77528a,familia-monthly,1,15.0,15.0,1,month,cancelled,2020-08-11 00:21:16,2020-10-20 00:21:20,0.0
188,12e7ebac42,cbf5383b4b,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:24:59,,500.0
189,edd64e5314,ad7cf5fd07,trial-daily,100,,,1,week,cancelled,2020-08-15 05:49:29,2020-08-29 05:51:09,0.0
190,4ff20ec050,78039a5ecb,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:31:18,2020-05-18 04:01:24,0.0
191,c977768df6,07bc6c0d81,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-05-30 15:44:36,2020-10-09 14:44:42,0.0
192,668c8270bf,af0ac7c22e,free-yearly,50,,,1,year,active,2020-06-11 16:36:10,,0.0
193,9812f0b4b6,7a77719f91,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:15:51,,1350.0
194,37731c6000,9e8b269605,trial-daily,100,,,1,week,cancelled,2020-11-09 00:53:45,2020-11-09 01:15:50,0.0
195,a71f4bfe87,4e57dac645,free-yearly,50,,,1,year,active,2020-05-25 02:45:17,,0.0
196,5ac5b89cd5,27d31ec2cc,trial-daily,100,,,1,week,cancelled,2020-12-03 22:45:05,2020-12-17 22:45:48,0.0
197,4ea6fee650,afe7c2b86e,individual-yearly,1,54.0,54.0,1,year,active,2020-11-02 02:27:01,,450.0
198,4aa4051297,6139a75209,empresa-yearly,15,21.6,324.0,1,year,active,2019-03-06 14:15:40,,2700.0
199,2c6d2f3564,4ee4717a9a,individual-monthly,1,5.0,5.0,1,month,active,2021-01-07 08:13:42,,500.0
200,70766c5749,0f80d139c7,familia-yearly,1,162.0,162.0,1,year,cancelled,2018-12-14 16:29:11,2020-10-23 16:49:10,0.0
201,5b5b0efaf4,c082f2d1b6,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:19:52,2019-11-26 12:18:16,0.0
202,568081d3fd,6ddf0b7b5d,trial-daily,100,,,1,week,cancelled,2020-09-30 02:12:43,2020-10-14 02:15:45,0.0
203,6055faa228,374ceee67c,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:23:18,,1350.0
204,2647feba8b,375f2fc676,individual-monthly,1,5.0,5.0,1,month,active,2018-11-26 23:46:05,,500.0
205,2e1b8221f9,400369541f,nonprofit-yearly,15,10.8,162.0,1,year,active,2020-04-16 20:21:07,,1350.0
206,9ba4c1c209,dfc2c04ed7,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-24 22:50:06,2020-01-02 22:50:10,0.0
207,06750bda13,7b2beb2003,free-yearly,50,,,1,year,active,2020-05-08 00:24:46,,0.0
208,188a0a0bb2,980a0b0380,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-01-25 19:46:23,2020-10-04 19:46:26,0.0
209,d20a78676b,9944a8cf5f,free-yearly,50,,,1,year,active,2020-06-08 02:01:25,,0.0
210,957de48f32,9a62e4bb52,trial-daily,30,,,1,week,cancelled,2018-11-22 15:23:30,2018-12-05 15:45:06,0.0
