,id,user_id,created_at,type,os,state
45,a6688416b2,46cfd7f501,2016-02-17 00:20:02,Phone,Ios,deleted
46,3a990e92bb,46cfd7f501,2016-02-17 00:35:27,Laptop,Mac,deleted
47,a40ee6042e,46cfd7f501,2016-05-23 03:27:43,Laptop,Mac,deleted
48,0e9ae075d7,46cfd7f501,2016-07-23 06:20:22,Laptop,Mac,deleted
49,1a3b9c4143,46cfd7f501,2016-10-16 20:14:39,Laptop,Mac,deleted
50,310a5949bd,46cfd7f501,2016-11-09 02:04:09,Laptop,Mac,deleted
51,ebc6e30d57,46cfd7f501,2018-02-21 01:29:56,Phone,Ios,deleted
52,dc0b2859f6,46cfd7f501,2018-02-22 03:45:52,Phone,Ios,deleted
53,3163fd56bc,46cfd7f501,2018-06-26 18:10:04,Phone,Ios,deleted
54,57ec890bf7,46cfd7f501,2019-02-20 23:06:19,Laptop,Mac,deleted
55,fd83c33d21,46cfd7f501,2019-04-03 01:11:33,Laptop,Mac,deleted
56,82694e0878,46cfd7f501,2020-02-26 19:24:33,Desktop,Mac,deleted
57,7e2e4f817c,b7a0259dac,2009-10-09 23:31:49,Phone,Linux,deleted
58,2b47388f98,b7a0259dac,2011-02-24 20:24:32,Laptop,Mac,deleted
59,dffe9236ee,b7a0259dac,2011-04-07 19:53:07,Phone,Android,deleted
60,2e6b5ca6fd,b7a0259dac,2014-07-02 16:13:16,Laptop,Mac,ok
61,31fdfe42ce,b7a0259dac,2014-07-04 00:35:11,Tablet,Android,deleted
62,4e5f381f71,b7a0259dac,2014-07-04 00:54:09,Tablet,Android,deleted
63,d9255419be,b7a0259dac,2014-07-04 01:15:56,Tablet,Android,ok
64,3e0576459e,b7a0259dac,2014-07-04 01:44:01,Phone,Ios,deleted
65,ceee3c4c54,b7a0259dac,2014-07-08 16:42:59,Phone,Ios,deleted
66,b97a14c454,b7a0259dac,2014-07-09 22:08:42,Phone,Ios,ok
67,dc69c0410f,dea6ebc99c,2009-10-13 20:44:12,Laptop,Mac,deleted
68,a7f5979d50,dea6ebc99c,2012-03-08 23:05:49,Laptop,Mac,deleted
69,ae322e17cf,dea6ebc99c,2013-12-14 05:06:25,Phone,Android,deleted
70,f9a4a72467,dea6ebc99c,2014-01-07 22:55:25,Laptop,Mac,ok
71,45e469d919,dea6ebc99c,2015-05-04 00:34:10,Phone,Android,deleted
72,d55e39bf50,dea6ebc99c,2016-03-23 22:41:44,Phone,Android,deleted
73,e916b60e18,dea6ebc99c,2016-03-23 23:05:51,Phone,Android,deleted
74,7ca946d112,dea6ebc99c,2017-08-06 06:40:15,Phone,Android,deleted
75,b4834d7890,dea6ebc99c,2018-06-04 22:55:26,Phone,Android,deleted
76,72aa1e7288,dea6ebc99c,2018-06-12 04:42:58,Phone,Android,ok
77,a0fdc35ede,dea6ebc99c,2019-05-16 21:22:20,Phone,Android,ok
78,b63628c2c3,3fb77f18cf,2009-10-16 23:42:42,Desktop,Windows,deleted
79,d0c9765971,3fb77f18cf,2012-10-19 18:06:46,Phone,Android,deleted
80,8b74217eac,3fb77f18cf,2013-07-10 08:52:06,Phone,Android,deleted
81,1417316f63,3fb77f18cf,2013-09-21 05:29:49,Phone,Android,deleted
82,2c67290dcd,3fb77f18cf,2013-09-21 07:07:31,Phone,Android,deleted
83,1ac1d8d476,3fb77f18cf,2015-01-01 01:14:31,Phone,Android,deleted
84,9b6173517c,3fb77f18cf,2015-01-27 22:49:36,Phone,Android,deleted
85,bf5accb0e2,3fb77f18cf,2015-08-31 16:44:19,Phone,Android,deleted
86,7ca969d29d,3fb77f18cf,2015-11-22 22:08:36,Phone,Android,deleted
87,1ec5128bd3,3fb77f18cf,2016-01-20 05:34:15,Phone,Android,deleted
88,b4463b157a,3fb77f18cf,2016-02-20 21:02:24,Phone,Android,deleted
89,d2a0cfa7de,3fb77f18cf,2016-02-20 23:44:31,Phone,Android,deleted
90,41927bd46b,3fb77f18cf,2016-02-20 23:47:33,Phone,Android,deleted
91,6e0e4aadc0,3fb77f18cf,2016-02-20 23:55:47,Phone,Android,deleted
92,97dd2b6b49,3fb77f18cf,2016-02-22 03:31:40,Phone,Android,deleted
93,073303968c,3fb77f18cf,2016-08-15 22:00:06,Phone,Android,deleted
94,99b9b405b7,3fb77f18cf,2016-10-20 14:34:20,Phone,Android,deleted
95,6eda8ff7f1,3fb77f18cf,2016-10-20 19:27:13,Phone,Android,deleted
96,f13fbae59b,3fb77f18cf,2016-10-21 06:01:49,Phone,Android,deleted
97,5872999cff,3fb77f18cf,2016-11-24 09:02:03,Phone,Android,ok
98,f0b8be05bb,3fb77f18cf,2016-12-29 23:57:38,Phone,Android,deleted
99,89deedad5e,3fb77f18cf,2018-05-13 22:03:42,Phone,Android,deleted
100,9292b58891,3fb77f18cf,2018-05-22 22:42:55,Phone,Android,ok
101,f128ae819d,3fb77f18cf,2020-02-15 01:35:34,Phone,Android,ok
102,2790a9ef2a,3fb77f18cf,2020-02-20 00:19:06,Phone,Android,ok
103,252867eae5,1eb186d517,2013-04-09 15:51:15,Laptop,Mac,deleted
104,c3e8b0eab7,1eb186d517,2013-04-09 15:53:23,Phone,Android,deleted
105,75085d8765,1eb186d517,2013-04-09 16:01:45,Tablet,Android,deleted
106,79bff3e19c,1eb186d517,2015-04-24 20:23:47,Laptop,Windows,deleted
107,993d459843,1eb186d517,2015-04-24 20:28:01,Phone,Android,deleted
108,077fabe143,1eb186d517,2016-02-08 14:15:32,Laptop,Windows,deleted
109,ffcd2bfe08,1eb186d517,2016-02-08 14:18:12,Phone,Android,deleted
110,aad112e8bd,1eb186d517,2016-02-28 13:17:49,Phone,Android,deleted
111,cc5763bd7e,1eb186d517,2019-02-13 19:36:44,Phone,Android,deleted
112,f14ba1111e,1eb186d517,2019-12-18 14:54:10,Tablet,Android,ok
113,813f4aa2d4,1eb186d517,2020-06-16 13:33:14,Laptop,Windows,ok
114,6196332089,38f17777cd,2009-12-10 23:28:01,Laptop,Windows,deleted
115,7797622543,38f17777cd,2017-08-13 21:54:17,Phone,Ios,deleted
116,c42ada3606,38f17777cd,2019-03-28 01:13:47,Phone,Ios,deleted
117,467440ce17,38f17777cd,2019-03-28 01:14:03,Phone,Ios,deleted
118,d535cd7a4a,38f17777cd,2019-03-28 01:14:56,Phone,Ios,deleted
119,922c04de53,38f17777cd,2019-06-24 01:56:17,Phone,Ios,ok
120,14f50ac6fa,38f17777cd,2020-08-30 21:13:55,Phone,Ios,ok
121,51008ff107,037509d450,2012-08-30 10:19:11,Laptop,Mac,deleted
122,a371268313,037509d450,2012-08-30 10:33:25,Phone,Android,deleted
123,b1de5fc319,037509d450,2013-10-26 08:17:46,Laptop,Ubuntu,deleted
124,6f36b16edf,037509d450,2014-08-11 07:18:18,Phone,Android,deleted
125,7525c68da5,037509d450,2014-08-11 08:59:38,Laptop,Ubuntu,deleted
126,b05496ab94,037509d450,2015-01-01 08:12:51,Laptop,Ubuntu,deleted
127,012d63e3f6,037509d450,2015-09-02 00:24:49,Phone,Android,deleted
128,bb551837d8,037509d450,2015-12-29 11:14:04,Laptop,Ubuntu,deleted
129,53c049e519,037509d450,2015-12-30 01:25:18,Laptop,Ubuntu,deleted
130,601ab28e79,037509d450,2015-12-30 22:21:20,Laptop,Ubuntu,deleted
131,4ce9fff9e5,037509d450,2016-03-26 06:35:19,Phone,Android,deleted
132,1d8499a275,037509d450,2016-05-18 01:05:37,Laptop,Neon,deleted
133,1834d37096,037509d450,2016-05-28 02:26:21,Laptop,Neon,deleted
134,9aa179b2e3,037509d450,2017-04-17 03:38:18,Phone,Android,deleted
135,39f13d0868,037509d450,2017-07-02 00:08:16,Phone,Android,deleted
136,780cbee2bd,037509d450,2018-08-08 11:26:13,Laptop,Neon,deleted
137,4bbaaf7e92,037509d450,2018-12-15 22:40:32,Laptop,Neon,ok
138,15a40af355,037509d450,2020-06-23 02:16:10,Tablet,Android,ok
139,aeef9d0b2c,2bae85bcee,2011-05-13 20:39:10,Laptop,Windows,deleted
140,53b83fa0aa,2bae85bcee,2015-12-21 19:19:24,Laptop,Windows,deleted
141,455eb1c110,2bae85bcee,2015-12-21 19:20:33,Laptop,Windows,ok
142,10f732d86b,2bae85bcee,2016-02-04 15:33:39,Laptop,Windows,ok
143,20d5d56440,2bae85bcee,2016-02-04 16:44:30,Laptop,Windows,ok
144,97ffc1d54b,2bae85bcee,2016-02-18 22:25:00,Laptop,Windows,ok
145,4779615a5c,2bae85bcee,2016-02-18 22:29:36,Laptop,Windows,deleted
146,284aeca57c,2bae85bcee,2017-08-17 15:39:38,Laptop,Windows,ok
147,57506e6ca1,2bae85bcee,2017-08-17 15:43:54,Laptop,Windows,ok
148,79d01bc19f,2bae85bcee,2017-08-30 19:42:52,Laptop,Windows,ok
149,fcef4d04a3,2bae85bcee,2017-12-04 20:55:06,Laptop,Windows,ok
150,2950c46645,2bae85bcee,2017-12-04 21:37:26,Laptop,Windows,ok
151,34d4dd631d,97dc047e34,2013-02-28 23:14:49,Phone,Ios,deleted
152,3fb059a096,97dc047e34,2013-03-04 22:46:46,Laptop,Windows,deleted
153,a4f05f134e,97dc047e34,2014-01-09 23:17:23,Laptop,Windows,ok
154,ef40b6b966,97dc047e34,2014-01-21 18:37:57,Laptop,Windows,deleted
155,6a2c4d2fdb,97dc047e34,2016-08-03 21:23:58,Laptop,Mac,ok
156,1a9f02c86e,97dc047e34,2016-10-25 16:37:43,Laptop,Windows,ok
157,d0c1fe184f,5974595fe4,2019-03-20 23:54:50,Phone,Ios,deleted
158,7ab60b558b,5974595fe4,2019-03-21 09:17:16,Phone,Android,deleted
159,3a1ddba927,5974595fe4,2020-01-27 09:13:50,Phone,Android,deleted
160,67f2fa8308,5974595fe4,2020-06-04 12:17:15,Phone,Android,ok
161,a2888e2f47,5974595fe4,2020-06-04 12:23:03,Phone,Android,ok
162,d927d1d941,5974595fe4,2020-10-17 00:36:41,Phone,Ios,ok
163,098d1bcc12,af824883d6,2010-07-15 05:48:09,Phone,Android,deleted
164,db72624a62,af824883d6,2012-02-14 17:16:02,Laptop,Ubuntu,deleted
165,4e4d36fc26,af824883d6,2012-02-14 17:32:05,Laptop,Ubuntu,deleted
166,6f7609a60e,af824883d6,2016-06-11 23:26:24,Phone,Android,deleted
167,09f5e38e3e,3cb8d33dd0,2010-10-06 12:38:40,Laptop,Mac,deleted
168,ad138a26d2,3cb8d33dd0,2010-10-12 14:38:40,Laptop,Windows,deleted
169,abd76300be,3cb8d33dd0,2010-10-12 16:36:09,Laptop,Windows,deleted
170,cc8f6dceb6,3cb8d33dd0,2010-10-19 15:27:30,Laptop,Windows,deleted
171,8626cffba9,3cb8d33dd0,2010-10-26 13:01:31,Laptop,Windows,deleted
172,d079f09d16,3cb8d33dd0,2010-10-26 13:37:48,Laptop,Windows,deleted
173,910632030d,3cb8d33dd0,2010-10-28 18:24:53,Laptop,Windows,deleted
174,cb88f7f703,3cb8d33dd0,2010-11-10 16:09:58,Laptop,Windows,deleted
175,e42c5e4827,3cb8d33dd0,2010-11-10 17:06:08,Laptop,Windows,deleted
176,5c7d660d81,3cb8d33dd0,2010-11-11 19:30:01,Laptop,Windows,deleted
177,50076c8ef1,3cb8d33dd0,2010-12-09 14:36:29,Laptop,Windows,deleted
178,d4190eba09,3cb8d33dd0,2011-02-21 17:35:28,Laptop,Windows,deleted
179,d53da44e0d,3cb8d33dd0,2011-02-21 17:51:52,Laptop,Windows,deleted
180,b9d947b344,3cb8d33dd0,2011-04-18 18:37:03,Laptop,Windows,deleted
181,6a92f3c185,3cb8d33dd0,2011-05-09 17:46:27,Laptop,Windows,deleted
182,8ae7dfa9b6,3cb8d33dd0,2011-05-10 02:41:54,Laptop,Windows,deleted
183,a9e45fbe85,3cb8d33dd0,2011-08-10 14:06:58,Laptop,Windows,ok
184,58519b7315,3cb8d33dd0,2011-08-16 19:02:49,Laptop,Windows,deleted
185,5e03408031,3cb8d33dd0,2011-09-22 19:53:20,Laptop,Windows,deleted
186,43fe4c1922,3cb8d33dd0,2011-09-23 16:37:11,Laptop,Windows,ok
187,c584b57406,3cb8d33dd0,2011-09-28 14:46:27,Laptop,Windows,deleted
188,8992da928c,3cb8d33dd0,2011-10-17 13:12:19,Laptop,Windows,deleted
189,bfbf2e1cdd,3cb8d33dd0,2011-12-01 17:23:17,Laptop,Windows,deleted
190,fc68bf5e66,3cb8d33dd0,2011-12-02 14:41:51,Laptop,Windows,deleted
191,6b3b4fe1ba,3cb8d33dd0,2011-12-07 18:22:10,Laptop,Windows,deleted
192,5dd383f245,3cb8d33dd0,2011-12-12 18:07:18,Laptop,Windows,deleted
193,68282b96f0,3cb8d33dd0,2011-12-21 13:34:12,Laptop,Windows,deleted
194,f59edcba32,3cb8d33dd0,2011-12-21 19:00:55,Laptop,Windows,deleted
195,2305a020a0,3cb8d33dd0,2012-01-04 13:02:33,Laptop,Windows,deleted
196,4ed636b705,3cb8d33dd0,2012-01-23 17:14:54,Laptop,Windows,deleted
197,0dc000ded4,3cb8d33dd0,2012-02-08 15:26:06,Laptop,Windows,deleted
198,f1764770b9,3cb8d33dd0,2012-03-05 16:30:06,Laptop,Windows,deleted
199,352de62c9e,3cb8d33dd0,2012-04-03 13:07:23,Laptop,Windows,deleted
200,57bc40b74a,3cb8d33dd0,2012-04-09 14:23:06,Laptop,Windows,deleted
201,29367bed72,3cb8d33dd0,2012-05-03 13:12:19,Laptop,Windows,deleted
202,76b2559262,3cb8d33dd0,2012-05-24 13:54:22,Laptop,Windows,deleted
203,bc3e38c716,3cb8d33dd0,2012-05-24 20:38:38,Laptop,Windows,deleted
204,0ad9870cc3,3cb8d33dd0,2012-05-30 14:19:35,Laptop,Windows,deleted
205,363abc5717,3cb8d33dd0,2012-05-30 16:06:55,Laptop,Windows,deleted
206,35a2c54dc2,3cb8d33dd0,2012-06-01 16:51:56,Laptop,Windows,deleted
207,3f36bf22ba,3cb8d33dd0,2012-06-11 14:55:43,Laptop,Windows,deleted
208,72edbafc43,3cb8d33dd0,2012-06-15 19:37:44,Laptop,Windows,deleted
209,9af186da6e,3cb8d33dd0,2012-06-20 18:58:51,Laptop,Windows,deleted
210,e274fd3d14,3cb8d33dd0,2012-07-31 13:45:25,Laptop,Windows,deleted
211,ddbbe3b5d4,3cb8d33dd0,2012-08-14 17:08:36,Laptop,Windows,deleted
212,d083257290,3cb8d33dd0,2012-08-23 15:20:46,Laptop,Windows,deleted
213,e2e8b5a5c4,3cb8d33dd0,2012-08-28 19:04:27,Laptop,Windows,deleted
214,65c652552e,3cb8d33dd0,2012-08-29 15:00:25,Laptop,Windows,deleted
215,c0bd99769f,3cb8d33dd0,2012-09-06 17:56:17,Laptop,Windows,deleted
216,3161f4818f,3cb8d33dd0,2012-10-15 18:41:15,Laptop,Windows,deleted
217,d234fb0872,3cb8d33dd0,2012-10-17 13:53:53,Laptop,Windows,deleted
218,58572631e6,3cb8d33dd0,2012-10-18 10:58:12,Laptop,Windows,deleted
219,3918b03949,3cb8d33dd0,2012-10-22 17:34:26,Laptop,Mac,deleted
220,25521d8f4f,3cb8d33dd0,2012-11-06 20:17:37,Laptop,Windows,deleted
221,bddf6966a4,3cb8d33dd0,2012-11-30 18:40:54,Laptop,Windows,deleted
222,78049c307e,3cb8d33dd0,2012-12-07 13:55:53,Laptop,Windows,deleted
223,352af167c5,3cb8d33dd0,2012-12-10 18:35:16,Laptop,Windows,deleted
224,acb91805e8,3cb8d33dd0,2012-12-14 20:18:18,Laptop,Windows,deleted
225,ac7f21d910,3cb8d33dd0,2012-12-18 19:06:47,Laptop,Windows,ok
226,80fbcca170,3cb8d33dd0,2012-12-20 14:11:57,Laptop,Windows,deleted
227,1e711ad417,3cb8d33dd0,2013-01-17 13:32:16,Laptop,Windows,deleted
228,ea55634814,3cb8d33dd0,2013-01-23 14:53:54,Laptop,Windows,deleted
229,d2b7936457,3cb8d33dd0,2013-02-01 18:27:39,Laptop,Windows,deleted
230,f27414d23d,3cb8d33dd0,2013-02-15 12:51:37,Laptop,Windows,deleted
231,77c75213fb,3cb8d33dd0,2013-02-26 14:48:53,Laptop,Windows,deleted
232,ce5900f11a,3cb8d33dd0,2013-03-29 13:28:22,Laptop,Windows,ok
233,3f2936c760,3cb8d33dd0,2013-04-01 19:14:17,Laptop,Windows,deleted
234,9efc1cc1b6,3cb8d33dd0,2013-04-02 18:51:33,Laptop,Windows,deleted
235,4c9988eb52,3cb8d33dd0,2013-04-03 18:10:48,Laptop,Windows,ok
236,aba4dc9413,3cb8d33dd0,2013-04-09 11:14:06,Laptop,Mac,deleted
237,b4e3349ee7,3cb8d33dd0,2013-04-15 12:59:27,Laptop,Windows,deleted
238,42b04c8ca8,3cb8d33dd0,2013-04-15 13:51:45,Laptop,Windows,deleted
239,f0e70c3564,3cb8d33dd0,2013-05-02 18:46:31,Laptop,Windows,deleted
240,bed431f10f,3cb8d33dd0,2013-05-07 17:39:34,Laptop,Windows,deleted
241,78dc759be7,3cb8d33dd0,2013-05-09 13:18:27,Laptop,Windows,deleted
242,b805c226b7,3cb8d33dd0,2013-05-09 13:46:59,Laptop,Mac,deleted
243,0a2340c2b2,3cb8d33dd0,2013-05-10 18:14:37,Laptop,Windows,deleted
244,7806c359ba,3cb8d33dd0,2013-05-10 18:17:38,Laptop,Windows,deleted
245,2412d108b2,3cb8d33dd0,2013-05-15 19:03:10,Laptop,Windows,deleted
246,acd21a7bcd,3cb8d33dd0,2013-05-16 14:19:59,Laptop,Windows,deleted
247,cefc959131,3cb8d33dd0,2013-05-20 18:59:52,Laptop,Windows,deleted
248,c71589ddbb,3cb8d33dd0,2013-05-24 17:40:45,Laptop,Windows,deleted
249,5795219a92,3cb8d33dd0,2013-06-06 18:44:18,Laptop,Windows,ok
250,7b61e9b916,3cb8d33dd0,2013-06-14 14:01:53,Laptop,Windows,deleted
251,61f9b3f122,3cb8d33dd0,2013-06-14 18:33:14,Laptop,Windows,deleted
252,29655f90a5,3cb8d33dd0,2013-06-19 19:09:04,Laptop,Windows,deleted
253,f02e34bfab,3cb8d33dd0,2013-06-24 13:10:30,Laptop,Windows,deleted
254,88074a4e0e,3cb8d33dd0,2013-07-16 19:34:33,Laptop,Windows,deleted
255,0bb92f338a,3cb8d33dd0,2013-07-17 15:42:15,Laptop,Windows,deleted
256,82d4d07315,3cb8d33dd0,2013-07-18 17:46:20,Laptop,Windows,deleted
257,b454ec6a1c,3cb8d33dd0,2013-07-23 14:09:44,Laptop,Windows,deleted
258,6d61113887,3cb8d33dd0,2013-07-25 13:28:47,Laptop,Windows,deleted
259,c9596d2bc5,3cb8d33dd0,2013-08-07 17:19:47,Laptop,Windows,deleted
260,351fd61847,3cb8d33dd0,2013-08-13 18:12:40,Laptop,Windows,deleted
261,2d6bbc9c9f,3cb8d33dd0,2013-08-21 16:23:11,Laptop,Windows,deleted
262,f5bc2cda05,3cb8d33dd0,2013-08-22 18:13:09,Laptop,Windows,deleted
263,0051067c8e,3cb8d33dd0,2013-09-05 14:37:21,Laptop,Windows,deleted
264,e90d9f50eb,3cb8d33dd0,2013-09-11 18:11:09,Laptop,Windows,deleted
265,741994bdf6,3cb8d33dd0,2013-09-11 18:19:07,Laptop,Windows,deleted
266,e43d8bdf0a,3cb8d33dd0,2013-09-12 12:34:17,Laptop,Windows,deleted
267,0b607fe556,3cb8d33dd0,2013-09-12 13:57:50,Laptop,Windows,deleted
268,b5cbd30ee8,3cb8d33dd0,2013-10-09 17:45:57,Laptop,Windows,deleted
269,92a9bd23f8,3cb8d33dd0,2013-10-16 18:13:38,Laptop,Windows,deleted
270,6d4f7b6ce4,3cb8d33dd0,2013-10-24 18:22:20,Laptop,Windows,deleted
271,06d5ca0d3f,3cb8d33dd0,2013-10-28 17:40:33,Laptop,Windows,deleted
272,745fba8754,3cb8d33dd0,2013-10-29 19:52:11,Laptop,Windows,deleted
273,fc5fa75196,3cb8d33dd0,2013-10-31 14:32:35,Laptop,Windows,deleted
274,84cad4eb03,3cb8d33dd0,2013-11-06 14:55:23,Laptop,Windows,deleted
275,2867982421,3cb8d33dd0,2013-11-07 14:21:27,Laptop,Windows,deleted
276,a93e5c61ff,3cb8d33dd0,2013-11-11 20:34:53,Laptop,Windows,deleted
277,e16f7c25e3,3cb8d33dd0,2013-11-13 15:49:09,Laptop,Windows,deleted
278,e1f95df02d,3cb8d33dd0,2013-11-20 18:43:25,Laptop,Mac,deleted
279,23db3facfd,3cb8d33dd0,2013-11-20 18:59:15,Laptop,Mac,deleted
280,bd9bc83186,3cb8d33dd0,2013-12-11 19:33:11,Laptop,Windows,deleted
281,71604335b1,3cb8d33dd0,2013-12-16 15:56:35,Laptop,Windows,deleted
282,1ac0c76e6b,3cb8d33dd0,2014-01-06 15:05:11,Laptop,Windows,deleted
283,3064c38761,3cb8d33dd0,2014-01-08 13:14:41,Laptop,Mac,deleted
284,8f4fb0bb96,3cb8d33dd0,2014-01-08 13:20:29,Laptop,Mac,deleted
285,a38a01033b,3cb8d33dd0,2014-01-13 14:28:21,Laptop,Windows,deleted
286,27c99901f4,3cb8d33dd0,2014-01-15 16:41:55,Laptop,Windows,deleted
287,8ed9d0aeae,3cb8d33dd0,2014-02-04 17:37:44,Laptop,Windows,deleted
288,e849c35f57,3cb8d33dd0,2014-02-07 15:21:13,Laptop,Windows,deleted
289,60616ba1ec,3cb8d33dd0,2014-02-07 15:21:29,Laptop,Windows,deleted
290,4f25b2696a,3cb8d33dd0,2014-02-20 18:42:25,Laptop,Windows,deleted
291,feb664d836,3cb8d33dd0,2014-02-20 22:38:54,Laptop,Windows,deleted
292,c7140e3a4a,3cb8d33dd0,2014-02-25 20:21:19,Laptop,Windows,deleted
293,5f462a8c70,3cb8d33dd0,2014-02-27 18:14:59,Laptop,Windows,deleted
294,fba2ff5d96,3cb8d33dd0,2014-03-07 15:21:11,Laptop,Windows,deleted
295,73acd6b4b6,3cb8d33dd0,2014-03-19 15:58:05,Laptop,Windows,deleted
296,365a8596fc,3cb8d33dd0,2014-03-31 15:31:40,Laptop,Windows,deleted
297,5a2f06122a,3cb8d33dd0,2014-04-04 19:06:31,Laptop,Windows,ok
298,b295c1d071,3cb8d33dd0,2014-04-07 14:48:18,Laptop,Windows,deleted
299,3a015775fb,3cb8d33dd0,2014-05-20 19:39:02,Laptop,Windows,deleted
300,e1d7d51200,3cb8d33dd0,2014-05-28 11:53:00,Laptop,Windows,deleted
301,cec8e1ac4f,3cb8d33dd0,2014-05-28 12:34:03,Laptop,Windows,deleted
302,b1ef8a941b,3cb8d33dd0,2014-06-04 00:11:22,Laptop,Mac,deleted
303,5b51f95c64,3cb8d33dd0,2014-06-30 15:18:57,Laptop,Windows,deleted
304,648beb0fbc,3cb8d33dd0,2014-07-01 16:53:04,Laptop,Windows,deleted
305,c40086dfbb,3cb8d33dd0,2014-07-01 17:58:30,Laptop,Mac,deleted
306,6e25eb6076,3cb8d33dd0,2014-07-02 17:23:47,Laptop,Windows,deleted
307,2e5cadcaf0,3cb8d33dd0,2014-07-10 12:04:11,Laptop,Windows,deleted
308,860432ba20,3cb8d33dd0,2014-07-11 12:46:23,Laptop,Mac,deleted
309,b227ffc7e1,3cb8d33dd0,2014-07-16 15:36:34,Laptop,Windows,deleted
310,8923f6d8ac,3cb8d33dd0,2014-07-17 17:37:09,Laptop,Mac,deleted
311,bd81ccbe34,3cb8d33dd0,2014-07-17 19:16:56,Laptop,Windows,deleted
312,4c7fd1e2c6,3cb8d33dd0,2014-07-24 15:10:41,Laptop,Windows,deleted
313,3348c3516a,3cb8d33dd0,2014-07-29 18:24:56,Laptop,Windows,ok
314,23157da8fa,3cb8d33dd0,2014-07-30 12:35:06,Laptop,Windows,deleted
315,1de8fc0e8a,3cb8d33dd0,2014-08-06 12:23:18,Laptop,Windows,deleted
316,6ac6d1ef2a,3cb8d33dd0,2014-08-06 17:47:41,Laptop,Windows,ok
